"full_name","ad","tp_cal","e","q","i","om","w","per_y","class","data_arc","condition_code","n_obs_used","two_body","A1","A2","A3","DT","name","epoch","epoch_cal","a","moid","moid_ld","first_obs","last_obs"
"     C/2015 T2 (PANSTARRS)",,2017-05-20.6,1.0004,6.935,124.54,51.06,30.77,,HYP,1448,,214,,,,,,PANSTARRS,2457742.5,2016-12-20.0,-1.783e+04,6.03,2.35e+03,2015-10-09,2019-09-26
"     C/2015 T4 (PANSTARRS)",171.79,2016-06-18.9,0.9736,2.296,87.92,251.79,270.14,812,COM,317,3,345,,,,,,PANSTARRS,2457372.5,2015-12-16.0,87.04,2.09,813,2015-10-14,2016-08-26
"     C/2015 T5 (Sheppard-Tholen)",46.59,2016-01-24.5,0.6661,9.338,11.05,311.19,61.84,148,CTc,388,4,22,,,,,,Sheppard-Tholen,2457376.5,2015-12-20.0,27.97,8.35,3.25e+03,2015-10-13,2016-11-04
"     P/2015 TO19 (Lemmon-PANSTARRS)",6.20,2016-03-06.9,0.3590,2.925,6.50,321.65,89.28,9.75,JFc,335,5,54,,,,,,Lemmon-PANSTARRS,2457329.5,2015-11-03.0,4.564,1.95,757,2015-09-12,2016-08-12
"     P/2015 TP200 (LINEAR)",11.21,2016-10-28.2,0.5361,3.385,8.77,6.98,82.74,19.7,JFc,937,3,693,,,,,,LINEAR,2457708.5,2016-11-16.0,7.298,2.42,941,2015-09-12,2018-04-06
"     C/2015 TQ209 (LINEAR)",2624.45,2016-08-27.5,0.9989,1.413,11.39,224.08,281.51,4.76e+04,COM,646,,406,,,,,,LINEAR,2457376.5,2015-12-20.0,1313,0.483,188,2015-10-10,2017-07-17
"     C/2015 V1 (PANSTARRS)",,2017-12-17.8,1.0006,4.267,139.23,197.19,179.65,,HYP,1317,,2145,,,,,,PANSTARRS,2457932.5,2017-06-28.0,-7693,3.27,1.27e+03,2015-11-02,2019-06-11
"     C/2015 V2 (Johnson)",,2017-06-12.3,1.0017,1.637,49.87,69.85,164.90,,HYP,1750,,5886,,2.3e-08,-4.2e-09,-4.4e-09,,Johnson,2457771.5,2017-01-18.0,-961.4,0.642,250,2015-01-11,2019-10-27
"     C/2015 V3 (PANSTARRS)",1638.73,2015-11-24.8,0.9948,4.236,86.23,2.34,0.82,2.35e+04,COM,418,,99,,,,,,PANSTARRS,2457411.5,2016-01-24.0,821.5,3.23,1.26e+03,2015-11-02,2016-12-24
"     C/2015 V4 (PANSTARRS)",31.63,2016-08-27.9,0.7056,5.460,60.75,179.90,306.91,79.9,HTC,509,3,79,,,,,,PANSTARRS,2457465.5,2016-03-18.0,18.55,4.73,1.84e+03,2015-11-03,2017-03-26
"     C/2015 VL62 (Lemmon-Yeung-PANSTARRS)",,2017-08-28.5,1.0020,2.720,165.61,94.55,128.36,,HYP,987,,2115,,,,,,Lemmon-Yeung-PANSTARRS,2457829.5,2017-03-17.0,-1339,1.74,676,2015-11-02,2018-07-16
"     C/2015 WZ (PANSTARRS)",384.98,2016-04-15.7,0.9929,1.377,134.13,40.05,66.71,2.69e+03,COM,272,,373,,,,,,PANSTARRS,2457511.5,2016-05-03.0,193.2,0.692,269,2015-10-25,2016-07-23
"     C/2015 W1 (Gibbs)",,2016-05-17.1,1.0013,2.232,87.32,114.31,48.11,,HYP,228,,355,,,,,,Gibbs,2457389.5,2016-01-02.0,-1734,1.49,578,2015-11-18,2016-07-03
"     P/2015 W2 (Catalina)",11.96,2015-09-30.8,0.6341,2.678,11.61,294.25,117.63,19.8,JFc,81,4,188,,,,,,Catalina,2457361.5,2015-12-05.0,7.32,1.71,667,2015-11-13,2016-02-02
"     C/2015 XY1 (Lemmon)",,2018-04-29.9,1.0040,7.928,148.85,281.62,196.35,,HYP,1782,,741,,,,,,Lemmon,2458197.5,2018-03-20.0,-1973,6.95,2.71e+03,2015-12-04,2020-10-20
"     C/2015 X2 (Catalina)",29.60,2015-12-20.7,0.8791,1.905,72.46,101.09,42.02,62.5,HTC,67,6,43,,,,,,Catalina,2457368.5,2015-12-12.0,15.75,1.08,421,2015-12-02,2016-02-07
"     P/2015 X3 (PANSTARRS)",7.22,2015-08-08.0,0.4381,2.823,24.38,77.33,306.95,11.3,JFc,34,6,35,,,,,,PANSTARRS,2457356.5,2015-11-30.0,5.024,1.9,741,2015-11-06,2015-12-10
"     C/2015 X4 (Elenin)",32.87,2015-11-03.4,0.8128,3.395,29.50,262.64,176.33,77.2,JFc,823,3,607,,,,,,Elenin,2457419.5,2016-02-01.0,18.13,2.41,938,2014-12-22,2017-03-24
"     C/2015 X5 (PANSTARRS)",,2017-12-31.0,1.0030,6.802,124.28,122.31,27.75,,HYP,1531,,227,,,,,,PANSTARRS,2457945.5,2017-07-11.0,-2235,5.89,2.29e+03,2015-12-06,2020-02-14
"     P/2015 X6 (PANSTARRS)",3.22,2016-03-18.6,0.1696,2.287,4.56,107.11,329.02,4.57,ETc,116,5,46,,,,,,PANSTARRS,2457378.5,2015-12-22.0,2.755,1.3,507,2015-11-12,2016-03-07
"     C/2015 X7 (ATLAS)",,2016-07-30.2,1.0019,3.685,57.58,139.88,348.49,,HYP,870,,620,,,,,,ATLAS,2457653.5,2016-09-22.0,-1949,2.71,1.06e+03,2015-01-28,2017-06-16
"     C/2015 X8 (NEOWISE)",37.91,2015-10-23.1,0.9391,1.190,155.28,191.11,20.40,86.4,HTC,683,5,116,,,-4.5e-07,,,NEOWISE,2457409.5,2016-01-22.0,19.55,0.217,84.4,2015-12-14,2017-10-27
"     C/2015 Y1 (LINEAR)",581.16,2016-05-15.1,0.9914,2.514,71.22,135.78,24.71,4.99e+03,COM,491,,573,,,,,,LINEAR,2457447.5,2016-02-29.0,291.8,1.59,619,2015-12-16,2017-04-20
"     C/2015 YG1 (NEOWISE)",32.26,2015-09-28.9,0.8792,2.073,57.34,350.51,102.79,71.1,HTC,140,4,222,,,,,,NEOWISE,2457423.5,2016-02-05.0,17.17,1.55,605,2015-12-17,2016-05-05
"     C/2016 A1 (PANSTARRS)",,2017-11-23.3,1.0020,5.328,121.19,128.17,10.32,,HYP,1506,,2143,,,,,,PANSTARRS,2458070.5,2017-11-13.0,-2708,4.35,1.69e+03,2016-01-01,2020-02-15
"     P/2016 A3 (PANSTARRS)",10.67,2017-04-13.7,0.3802,4.790,8.59,187.79,338.49,21.5,JFc,1272,3,198,,,,,,PANSTARRS,2457890.5,2017-05-17.0,7.727,3.8,1.48e+03,2016-01-04,2019-06-29
"     C/2016 A5 (PANSTARRS)",2183.56,2015-06-28.3,0.9973,2.947,40.33,136.22,321.63,3.61e+04,COM,537,,46,,,,,,PANSTARRS,2457378.5,2015-12-22.0,1093,2.06,800,2014-11-14,2016-05-04
"     C/2016 A6 (PANSTARRS)",510.97,2015-11-05.9,0.9906,2.413,120.93,300.25,141.12,4.11e+03,COM,38,,42,,,,,,PANSTARRS,2457407.5,2016-01-20.0,256.7,1.56,609,2016-01-03,2016-02-10
"     P/2016 A7 (PANSTARRS)",7.87,2016-02-25.8,0.5666,2.177,16.64,221.47,352.47,11.3,JFc,145,5,46,,,,,,PANSTARRS,2457465.5,2016-03-18.0,5.023,1.17,456,2016-01-14,2016-06-07
"     C/2016 A8 (LINEAR)",68.24,2016-08-30.6,0.9463,1.881,148.21,111.23,130.27,208,COM,416,3,1422,,,,,,LINEAR,2457611.5,2016-08-11.0,35.06,0.994,387,2016-01-14,2017-03-05
"     C/2016 B1 (NEOWISE)",839.95,2016-12-04.7,0.9924,3.206,50.48,231.95,8.56,8.66e+03,COM,638,,522,,,,,,NEOWISE,2457840.5,2017-03-28.0,421.6,2.2,857,2016-01-17,2017-10-16
"     C/2016 C1 (PANSTARRS)",,2016-02-19.2,1.0051,8.463,56.18,181.78,328.74,,HYP,1563,,236,,,,,,PANSTARRS,2457967.5,2017-08-02.0,-1651,7.56,2.94e+03,2016-02-12,2020-05-24
"     C/2016 C2 (NEOWISE)",126.48,2016-04-19.5,0.9756,1.560,38.16,24.40,214.40,512,COM,126,4,148,,,,,,NEOWISE,2457459.5,2016-03-12.0,64.02,0.632,246,2016-02-08,2016-06-13
"     C/2016 E1 (PANSTARRS)",,2017-06-01.1,1.0032,8.177,131.89,233.03,47.29,,HYP,1399,,166,,,,,,PANSTARRS,2457852.5,2017-04-09.0,-2591,7.34,2.86e+03,2016-03-03,2020-01-01
"     C/2016 E2 (Kowalski)",,2016-02-06.6,1.0002,1.075,136.00,186.67,321.97,,HYP,64,,108,,,,,,Kowalski,2457466.5,2016-03-19.0,-4749,0.183,71.1,2016-03-06,2016-05-09
"     P/2016 G1 (PANSTARRS)",3.13,2017-01-26.1,0.2101,2.040,10.97,204.07,111.28,4.15,ETc,198,4,147,,,,,,PANSTARRS,2457508.5,2016-04-30.0,2.583,1.06,411,2016-03-12,2016-09-26
"     C/2016 J2 (Denneau)",,2016-04-11.9,1.0006,1.519,130.35,186.18,318.49,,HYP,345,,85,,,,,,Denneau,2457467.5,2016-03-20.0,-2340,0.653,254,2015-06-26,2016-06-05
"     C/2016 KA (Catalina)",10340.76,2016-02-01.2,0.9990,5.400,104.63,317.56,63.09,3.72e+05,COM,322,,79,,,,,,Catalina,2457557.5,2016-06-18.0,5173,4.84,1.89e+03,2016-05-16,2017-04-03
"     C/2016 K1 (LINEAR)",,2016-07-13.3,1.0003,2.292,90.85,325.70,18.25,,HYP,305,,310,,,,,,LINEAR,2457597.5,2016-07-28.0,-8359,1.31,512,2016-05-31,2017-04-01
"     C/2016 M1 (PANSTARRS)",4759.12,2018-08-10.1,0.9991,2.210,90.99,92.20,209.83,1.16e+05,COM,2078,,3553,,,,,,PANSTARRS,2458143.5,2018-01-25.0,2381,1.29,501,2016-06-22,2022-03-01
"     C/2016 N4 (MASTER)",10547.83,2017-09-16.5,0.9994,3.199,72.56,354.03,55.95,3.83e+05,COM,1658,,2084,,,,,,MASTER,2458007.5,2017-09-11.0,5276,2.53,984,2015-09-11,2020-03-26
"     C/2016 N6 (PANSTARRS)",3957.03,2018-07-18.2,0.9987,2.669,105.83,298.98,162.80,8.81e+04,COM,1342,,3071,,,,,,PANSTARRS,2458150.5,2018-02-01.0,1980,1.72,668,2016-06-27,2020-02-29
"     P/2016 P1 (PANSTARRS)",4.18,2015-09-08.3,0.2942,2.279,25.71,319.54,267.54,5.8,JFc,11,8,40,,,,,,PANSTARRS,2457606.5,2016-08-06.0,3.229,1.44,559,2016-08-01,2016-08-12
"     C/2016 P4 (PANSTARRS)",638.17,2016-10-15.4,0.9817,5.892,29.93,320.78,355.90,5.78e+03,JFc,296,,45,,,,,,PANSTARRS,2457649.5,2016-09-18.0,322,4.88,1.9e+03,2016-07-31,2017-05-23
"     P/2016 P5 (COIAS)",4.98,2013-03-03.3,0.0589,4.426,7.04,185.48,33.64,10.2,JFc,6878,1,61,,,,,,COIAS,2457368.5,2015-12-12.0,4.703,3.42,1.33e+03,2004-06-23,2023-04-23
"     C/2016 Q2 (PANSTARRS)",107864.22,2021-05-11.6,0.9999,7.082,109.39,322.30,84.51,1.25e+07,COM,2786,,662,,,,,,PANSTARRS,2459087.5,2020-08-26.0,5.394e+04,6.78,2.64e+03,2016-08-26,2024-04-12
"     C/2016 Q4 (Kowalski)",26.51,2018-01-28.1,0.5783,7.084,7.26,271.33,99.47,68.9,CTc,466,4,80,,,,,,Kowalski,2457797.5,2017-02-13.0,16.8,6.09,2.37e+03,2016-07-11,2017-10-20
"     C/2016 R2 (PANSTARRS)",1406.90,2018-05-09.5,0.9963,2.602,58.22,80.57,33.19,1.87e+04,COM,1762,,4319,,4.8e-08,-3.9e-08,,,PANSTARRS,2458267.5,2018-05-29.0,704.7,1.72,670,2016-08-30,2021-06-27
"     C/2016 R3 (Borisov)",197.51,2016-10-10.9,0.9955,0.447,53.07,78.67,118.14,985,COM,13,7,60,,,,,,Borisov,2457646.5,2016-09-15.0,98.98,0.273,106,2016-09-11,2016-09-24
"     P/2016 R4 (Gibbs)",7.87,2016-07-20.5,0.4751,2.801,10.86,168.35,174.06,12.3,JFc,131,4,196,,,,,,Gibbs,2457653.5,2016-09-22.0,5.335,1.79,698,2016-07-18,2016-11-26
"     C/2016 S1 (PANSTARRS)",14.16,2017-03-16.8,0.7088,2.412,94.69,227.54,273.61,23.8,HTC,264,3,127,,,,,,PANSTARRS,2457699.5,2016-11-07.0,8.284,2.09,815,2016-09-21,2017-06-12
"     C/2016 T1 (Matheny)",249.89,2017-02-01.6,0.9818,2.300,129.82,56.23,137.35,1.42e+03,COM,232,,130,,,,,,Matheny,2457717.5,2016-11-25.0,126.1,1.43,557,2016-10-06,2017-05-26
"     C/2016 T2 (Matheny)",201.60,2016-12-29.0,0.9813,1.908,81.31,339.10,92.28,1.03e+03,COM,411,,178,,,,,,Matheny,2457721.5,2016-11-29.0,101.8,1.64,637,2016-10-10,2017-11-25
"     C/2016 T3 (PANSTARRS)",282.05,2017-09-06.9,0.9814,2.649,22.68,271.75,194.68,1.7e+03,COM,555,,436,,,,,,PANSTARRS,2457929.5,2017-06-25.0,142.3,1.67,650,2016-10-10,2018-04-18
"     C/2016 U1 (NEOWISE)",,2017-01-14.0,1.0003,0.319,46.43,61.43,162.75,,HYP,83,,366,,,,,,NEOWISE,2457734.5,2016-12-12.0,-1262,0.589,229,2016-10-21,2017-01-12
"     C/2016 VZ18 (PANSTARRS)",388.29,2017-03-07.3,0.9953,0.910,24.04,98.95,36.39,2.71e+03,COM,290,,351,,,,,,PANSTARRS,2457804.5,2017-02-20.0,194.6,0.0198,7.69,2016-10-08,2017-07-25
"     P/2016 WM48 (Lemmon)",14.64,2017-02-26.7,0.7867,1.748,117.55,59.87,35.86,23.5,HTC,258,3,177,,,,,,Lemmon,2457760.5,2017-01-07.0,8.195,0.864,336,2016-11-30,2017-08-15
"     C/2016 X1 (Lemmon)",4029.73,2019-04-29.8,0.9963,7.564,26.46,256.43,224.57,9.07e+04,CTc,1213,,289,,,,,,Lemmon,2458389.5,2018-09-28.0,2019,6.64,2.58e+03,2016-11-26,2020-03-23
"     C/2017 A1 (PANSTARRS)",158.43,2017-05-17.1,0.9715,2.290,49.79,121.07,2.04,720,COM,421,3,196,,,,,,PANSTARRS,2457793.5,2017-02-09.0,80.36,1.31,508,2016-09-27,2017-11-22
"     C/2017 A3 (Elenin)",82.84,2017-01-30.6,0.9111,3.855,98.51,97.90,304.11,285,COM,330,3,186,,,,,,Elenin,2457794.5,2017-02-10.0,43.35,3.22,1.25e+03,2017-01-05,2017-12-01
"     C/2017 AB5 (PANSTARRS)",255195.52,2018-02-17.8,0.9999,9.216,32.43,42.69,78.40,4.56e+07,CTc,842,,85,,,,,,PANSTARRS,2458150.5,2018-02-01.0,1.276e+05,8.39,3.27e+03,2017-01-03,2019-04-25
"     C/2017 B3 (LINEAR)",,2019-02-02.5,1.0021,3.921,54.18,2.18,284.77,,HYP,2129,,1591,,,,,,LINEAR,2458788.5,2019-11-01.0,-1908,3.35,1.3e+03,2016-03-04,2022-01-01
"     P/2017 B4 (PANSTARRS)",5.96,2017-01-27.0,0.3577,2.817,20.18,121.55,16.18,9.19,JFc,96,5,88,,,,,,PANSTARRS,2457787.5,2017-02-03.0,4.386,1.84,715,2016-12-22,2017-03-28
"     C/2017 C1 (NEOWISE)",40.11,2017-01-18.9,0.9278,1.502,65.75,357.46,110.20,94.9,HTC,102,5,60,,,,,,NEOWISE,2457818.5,2017-03-06.0,20.8,0.914,356,2017-02-06,2017-05-19
"     C/2017 C2 (PANSTARRS)",194.49,2017-01-21.6,0.9753,2.431,118.58,249.82,138.78,977,COM,535,3,97,,,,,,PANSTARRS,2457823.5,2017-03-11.0,98.46,1.6,624,2016-06-06,2017-11-23
"     P/2017 D1 (Fuls)",6.92,2016-06-28.2,0.4403,2.688,20.73,82.34,7.26,10.5,JFc,546,4,77,,,,,,Fuls,2457601.5,2016-08-01.0,4.803,1.7,663,2015-09-08,2017-03-07
"     C/2017 D2 (Barros)",2758.26,2017-07-14.5,0.9982,2.486,31.27,331.04,334.34,5.13e+04,COM,594,,433,,,,,,Barros,2457975.5,2017-08-10.0,1380,1.5,586,2017-02-23,2018-10-10
"     C/2017 D3 (ATLAS)",,2017-04-26.7,1.0024,4.971,125.57,186.62,340.77,,HYP,788,,523,,,,,,ATLAS,2458032.5,2017-10-06.0,-2040,4.01,1.56e+03,2017-01-26,2019-03-25
"     P/2017 D4 (PANSTARRS)",12.09,2016-09-06.6,0.6289,2.755,10.34,266.10,209.80,20.2,JFc,123,5,91,,,,,,PANSTARRS,2457818.5,2017-03-06.0,7.423,1.78,691,2017-01-20,2017-05-23
"     C/2017 D5 (PANSTARRS)",223.18,2017-01-08.8,0.9808,2.167,131.04,92.72,287.82,1.2e+03,COM,73,,75,,,,,,PANSTARRS,2457817.5,2017-03-05.0,112.7,1.55,603,2017-01-17,2017-03-31
"     C/2017 E1 (Borisov)",,2017-04-10.1,1.0026,0.901,14.55,142.73,152.47,,HYP,116,,183,,,,,,Borisov,2457828.5,2017-03-16.0,-349.9,0.0379,14.7,2017-03-01,2017-06-25
"     C/2017 E2 (Tsuchinshan)",40.78,2016-05-12.2,0.8909,2.353,79.17,11.56,89.46,100,HTC,89,5,149,,,,,,Tsuchinshan,2457834.5,2017-03-22.0,21.57,2.12,823,2017-03-01,2017-05-29
"     C/2017 E3 (PANSTARRS)",,2017-06-06.9,1.0129,5.926,70.72,220.74,334.28,,HYP,2380,,620,,,,,,PANSTARRS,2458203.5,2018-03-26.0,-459,5,1.95e+03,2013-12-14,2020-06-20
"     C/2017 E4 (Lovejoy)",950.89,2017-04-23.3,0.9990,0.494,88.19,223.17,87.24,1.04e+04,COM,46,,642,,1.8e-07,-7.6e-08,,,Lovejoy,2457843.5,2017-03-31.0,475.7,0.0299,11.6,2017-03-09,2017-04-24
"     C/2017 E5 (Lemmon)",816.18,2016-06-10.8,0.9956,1.783,122.64,206.19,306.77,8.27e+03,COM,645,,112,,,,,,Lemmon,2457765.5,2017-01-12.0,409,1.02,396,2015-08-22,2017-05-28
"     C/2017 F1 (Lemmon)",,2017-11-30.9,1.0041,4.500,146.48,158.74,64.81,,HYP,407,,89,,,,,,Lemmon,2457914.5,2017-06-10.0,-1095,3.68,1.43e+03,2017-02-04,2018-03-18
"     C/2017 F2 (PANSTARRS)",,2017-11-26.1,1.0052,6.928,42.51,38.67,134.90,,HYP,705,,73,,,,,,PANSTARRS,2457998.5,2017-09-02.0,-1333,6.06,2.36e+03,2017-03-31,2019-03-06
"     P/2017 FL36 (PANSTARRS)",3.02,2015-07-03.9,0.0320,2.835,15.70,313.68,84.50,5.01,ETc,37,5,27,,,,,,PANSTARRS,2457828.5,2017-03-16.0,2.929,1.88,731,2017-02-23,2017-04-01
"     P/2017 G1 (PANSTARRS)",12.66,2016-05-02.0,0.6570,2.620,3.58,258.56,217.57,21.1,JFc,116,6,28,,,,,,PANSTARRS,2457853.5,2017-04-10.0,7.641,1.64,638,2017-03-25,2017-07-19
"     P/2017 G2 (PANSTARRS)",13.43,2017-06-13.9,0.6503,2.846,47.91,79.82,105.94,23.2,HTC,130,5,165,,,,,,PANSTARRS,2457889.5,2017-05-16.0,8.139,2.19,854,2017-03-18,2017-07-26
"     C/2017 G3 (PANSTARRS)",576.80,2017-04-15.0,0.9911,2.590,159.05,279.47,73.10,4.93e+03,COM,343,,155,,,,,,PANSTARRS,2457899.5,2017-05-26.0,289.7,1.68,654,2017-04-07,2018-03-16
"     C/2017 K1 (PANSTARRS)",,2018-03-14.7,1.0021,7.286,154.01,225.64,4.20,,HYP,1364,,138,,,,,,PANSTARRS,2458239.5,2018-05-01.0,-3479,6.28,2.44e+03,2015-09-01,2019-05-27
"     C/2017 K2 (PANSTARRS)",,2022-12-19.7,1.0006,1.797,87.55,88.24,236.19,,HYP,4372,,3082,,2.9e-08,-4.1e-09,-9.3e-09,,PANSTARRS,2459433.5,2021-08-07.0,-3000,1.09,425,2013-05-12,2025-05-01
"     P/2017 K3 (Gasparovic)",8.81,2017-05-31.4,0.5812,2.334,4.28,354.33,253.21,13.2,JFc,174,5,99,,,,,,Gasparovic,2457908.5,2017-06-04.0,5.573,1.33,516,2017-01-27,2017-07-20
"     C/2017 K4 (ATLAS)",53.61,2018-01-08.0,0.9059,2.648,16.68,298.90,15.11,149,JFc,646,3,556,,,,,,ATLAS,2458205.5,2018-03-28.0,28.13,1.64,638,2017-04-21,2019-01-27
"     C/2017 K5 (PANSTARRS)",,2020-03-22.4,1.0042,7.680,82.26,102.38,171.72,,HYP,1139,,116,,,,,,PANSTARRS,2458542.5,2019-02-28.0,-1819,6.67,2.6e+03,2017-05-27,2020-07-09
"     C/2017 K6 (Jacques)",2249.73,2018-01-03.1,0.9982,2.003,57.25,85.05,303.84,3.78e+04,COM,626,,475,,,,,,Jacques,2458154.5,2018-02-05.0,1126,1.28,500,2017-05-29,2019-02-14
"     C/2017 M3 (PANSTARRS)",343.28,2017-04-28.2,0.9732,4.656,77.51,7.00,110.33,2.29e+03,COM,356,,65,,,,,,PANSTARRS,2458055.5,2017-10-29.0,174,4.2,1.63e+03,2017-05-31,2018-05-22
"     C/2017 M4 (ATLAS)",,2019-01-18.3,1.0011,3.252,105.66,65.87,167.65,,HYP,1628,,3296,,9.0e-06,1.1e-06,2.2e-06,,ATLAS,2458286.5,2018-06-17.0,-2997,2.26,878,2017-06-16,2021-11-30
"     C/2017 M5 (TOTAS)",,2018-06-02.9,1.0037,5.990,15.88,216.26,92.66,,HYP,1366,,461,,,,,,TOTAS,2458231.5,2018-04-23.0,-1602,5.02,1.95e+03,2016-03-06,2019-12-02
"     C/2017 O1 (ASASSN)",837.04,2017-10-14.7,0.9964,1.499,39.85,25.81,20.91,8.59e+03,COM,601,,2877,,,,,,ASASSN,2458039.5,2017-10-13.0,419.3,0.535,208,2017-07-19,2019-03-12
"     P/2017 P1 (PANSTARRS)",10.29,2018-06-18.5,0.3085,5.438,7.70,221.39,122.27,22.1,JFc,446,5,46,,,,,,PANSTARRS,2457994.5,2017-08-29.0,7.864,4.44,1.73e+03,2017-06-25,2018-09-14
"     C/2017 P2 (PANSTARRS)",2418.79,2017-12-06.5,0.9980,2.462,50.08,165.55,132.24,4.21e+04,COM,307,,50,,,,,,PANSTARRS,2458009.5,2017-09-13.0,1211,1.63,636,2017-08-14,2018-06-17
"     C/2017 S2 (PANSTARRS)",37.25,2017-08-29.3,0.8231,3.615,12.68,62.43,305.97,92.4,JFc,175,4,67,,,,,,PANSTARRS,2458036.5,2017-10-10.0,20.43,2.64,1.03e+03,2017-08-22,2018-02-13
"     C/2017 S3 (PANSTARRS)",,2018-08-15.9,1.0001,0.208,99.04,171.04,255.89,,HYP,351,,986,,,,,,PANSTARRS,2458235.5,2018-04-27.0,-2674,0.294,114,2017-08-17,2018-08-03
"     C/2017 S6 (Catalina)",,2018-02-26.9,1.0014,1.543,152.83,130.87,134.69,,HYP,337,,247,,,,,,Catalina,2458072.5,2017-11-15.0,-1096,0.63,245,2017-02-16,2018-01-19
"     C/2017 S7 (Lemmon)",,2017-05-27.8,1.0025,7.614,124.22,262.79,187.75,,HYP,1056,,157,,,,,,Lemmon,2458073.5,2017-11-16.0,-3046,6.64,2.58e+03,2016-01-13,2018-12-04
"     P/2017 S8 (PANSTARRS)",3.87,2018-01-28.6,0.3935,1.683,29.85,191.80,254.57,4.62,ETc,137,4,178,,,,,,PANSTARRS,2458045.5,2017-10-19.0,2.775,0.891,347,2017-09-25,2018-02-09
"     C/2017 T1 (Heinze)",,2018-02-21.7,1.0003,0.581,96.83,102.32,96.92,,HYP,262,,1005,,4.7e-08,-1.6e-08,,,Heinze,2458101.5,2017-12-14.0,-1679,0.0141,5.48,2017-09-28,2018-06-17
"     C/2017 T2 (PANSTARRS)",10014.49,2020-05-04.9,0.9997,1.615,57.23,64.38,92.99,3.54e+05,COM,1434,,6922,,3.6e-08,-7.5e-10,-3.2e-10,-46.7,PANSTARRS,2458830.5,2019-12-13.0,5008,1.2,468,2017-09-15,2021-08-19
"     C/2017 T3 (ATLAS)",2687.57,2018-07-19.1,0.9994,0.825,88.11,230.09,246.89,4.93e+04,COM,535,,542,,5.1e-08,1.1e-08,,,ATLAS,2458113.5,2017-12-26.0,1344,0.161,62.5,2017-09-11,2019-02-28
"     P/2017 TW13 (Lemmon)",12.25,2018-06-20.9,0.7098,2.079,44.84,322.28,120.11,19.2,JFC,718,3,208,,,,,,Lemmon,2458218.5,2018-04-10.0,7.162,1.32,515,2017-07-18,2019-07-06
"     C/2017 U2 (Fuls)",,2017-08-28.1,1.0000,6.701,95.43,149.71,147.73,,HYP,416,,59,,,,,,Fuls,2458097.5,2017-12-10.0,-5.416e+05,5.83,2.27e+03,2017-07-26,2018-09-15
"     P/2017 U3 (PANSTARRS)",5.43,2019-04-21.8,0.1000,4.443,15.91,165.15,297.46,11,JFc,454,4,73,,,,,,PANSTARRS,2457992.5,2017-08-27.0,4.937,3.5,1.36e+03,2016-10-22,2018-01-19
"     C/2017 U4 (PANSTARRS)",,2018-09-25.6,1.0030,7.724,158.23,245.95,159.18,,HYP,1150,,85,,,,,,PANSTARRS,2458121.5,2018-01-03.0,-2538,6.75,2.63e+03,2017-01-02,2020-02-26
"     C/2017 U5 (PANSTARRS)",29.55,2017-12-19.1,0.7446,4.327,18.96,163.12,262.15,69.7,JFc,114,4,92,,,,,,PANSTARRS,2458082.5,2017-11-25.0,16.94,3.41,1.33e+03,2017-10-24,2018-02-15
"     C/2017 U7 (PANSTARRS)",,2019-09-11.7,1.0016,6.418,142.64,276.23,326.07,,HYP,1811,,915,,,,,,PANSTARRS,2458856.5,2020-01-08.0,-3893,5.47,2.13e+03,2017-08-18,2022-08-03
"     C/2017 W2 (Leonard)",23.45,2017-11-01.9,0.7113,3.957,98.18,312.81,169.16,50.7,HTC,384,4,169,,,,,,Leonard,2458113.5,2017-12-26.0,13.71,2.98,1.16e+03,2017-04-23,2018-05-12
"     P/2017 W3 (Gibbs)",11.63,2018-02-25.0,0.5039,3.837,18.32,210.75,326.46,21.5,JFc,198,4,142,,,,,,Gibbs,2458150.5,2018-02-01.0,7.735,2.86,1.11e+03,2017-11-27,2018-06-13
"     C/2017 X1 (PANSTARRS)",57.97,2018-06-14.4,0.8511,4.663,31.31,251.13,283.11,175,JFc,893,3,127,,,,,,PANSTARRS,2458163.5,2018-02-14.0,31.32,3.83,1.49e+03,2017-02-12,2019-07-25
"     C/2017 Y1 (PANSTARRS)",7578.78,2017-08-31.4,0.9990,3.719,55.24,307.51,134.45,2.33e+05,COM,480,,92,,,,,,PANSTARRS,2458186.5,2018-03-09.0,3791,2.92,1.14e+03,2017-12-10,2019-04-04
"     C/2017 Y2 (PANSTARRS)",,2020-11-04.5,1.0010,4.632,128.42,65.99,147.86,,HYP,1680,,961,,,,,,PANSTARRS,2459094.5,2020-09-02.0,-4805,3.71,1.44e+03,2017-12-24,2022-07-31
"     P/2017 Y3 (Leonard)",18.45,2018-02-11.2,0.8707,1.275,27.59,153.87,67.53,31,HTC,265,4,93,,,,,,Leonard,2458169.5,2018-02-20.0,9.865,0.491,191,2017-12-26,2018-09-17
"     C/2018 A1 (PANSTARRS)",48.19,2017-10-20.4,0.9044,2.419,53.56,336.62,96.39,127,HTC,156,4,118,,,,,,PANSTARRS,2458155.5,2018-02-06.0,25.3,1.94,754,2018-01-06,2018-06-11
"     C/2018 A3 (ATLAS)",988.63,2019-01-12.8,0.9934,3.277,139.56,194.28,86.43,1.1e+04,COM,1018,,1589,,,,,,ATLAS,2458459.5,2018-12-07.0,496,2.6,1.01e+03,2018-01-10,2020-10-24
