"full_name","ad","tp_cal","e","q","i","om","w","per_y","class","data_arc","condition_code","n_obs_used","two_body","A1","A2","A3","DT","name","epoch","epoch_cal","a","moid","moid_ld","first_obs","last_obs"
"     C/2013 U2 (Holvorcem)",1789.88,2014-10-25.8,0.9943,5.117,43.09,7.00,107.38,2.69e+04,JFc,1251,,471,,,,,,Holvorcem,2456966.5,2014-11-05.0,897.5,4.41,1.72e+03,2013-10-23,2017-03-27
"     C/2013 UQ4 (Catalina)",120.06,2014-07-05.9,0.9822,1.081,145.26,317.66,23.31,471,COM,862,2,1853,,,,,,Catalina,2456850.5,2014-07-12.0,60.57,0.106,41.4,2013-10-23,2016-03-03
"     C/2013 US10 (Catalina)",,2015-11-15.7,1.0003,0.823,148.88,186.14,340.36,,HYP,1555,,4396,,7.6e-09,6.5e-11,1.6e-10,,Catalina,2457349.5,2015-11-23.0,-2938,0.139,53.9,2013-08-14,2017-11-16
"     C/2013 V1 (Boattini)",,2014-04-21.2,1.0014,1.661,65.31,72.81,48.03,,HYP,302,,2087,,,,,,Boattini,2456699.5,2014-02-11.0,-1164,0.88,342,2013-11-04,2014-09-02
"     C/2013 V2 (Borisov)",,2014-10-14.3,1.0045,3.508,37.85,48.44,94.46,,HYP,1273,,1794,,,,,,Borisov,2456891.5,2014-08-22.0,-786.1,2.79,1.09e+03,2012-11-17,2016-05-13
"     C/2013 V3 (Nevski)",24.05,2013-10-29.9,0.8910,1.387,32.13,100.92,339.64,45.4,HTC,122,4,904,,,,,,Nevski,2456629.5,2013-12-03.0,12.72,0.427,166,2013-11-06,2014-03-08
"     C/2013 V4 (Catalina)",,2015-10-07.5,1.0026,5.185,67.85,55.62,40.45,,HYP,1748,,2445,,,,,,Catalina,2457258.5,2015-08-24.0,-1986,4.38,1.7e+03,2013-10-23,2018-08-06
"     C/2013 V5 (Oukaimeden)",977.02,2014-09-28.2,0.9987,0.626,154.89,278.62,314.57,1.08e+04,COM,523,,1519,,,,,,Oukaimeden,2456784.5,2014-05-07.0,488.8,0.189,73.5,2013-11-12,2015-04-19
"     P/2013 W1 (PANSTARRS)",5.56,2014-03-08.1,0.5939,1.416,4.70,117.86,1.33,6.51,JFc,114,5,105,,,,,,PANSTARRS,2456648.5,2013-12-22.0,3.486,0.432,168,2013-11-09,2014-03-03
"     C/2013 W2 (PANSTARRS)",16.46,2015-01-05.2,0.5747,4.444,4.57,179.84,307.20,33.8,JFc,890,3,179,,,,,,PANSTARRS,2457042.5,2015-01-20.0,10.45,3.46,1.35e+03,2013-11-27,2016-05-05
"     C/2013 X1 (PANSTARRS)",,2016-04-20.7,1.0010,1.314,163.23,130.95,164.46,,HYP,1565,,539,,1.9e-08,-1.1e-08,-5.4e-09,44.5,PANSTARRS,2457376.5,2015-12-20.0,-1281,0.31,121,2013-10-17,2018-01-29
"     C/2013 Y2 (PANSTARRS)",437.94,2014-06-13.6,0.9913,1.919,29.41,243.40,308.84,3.26e+03,COM,254,,436,,,,,,PANSTARRS,2456727.5,2014-03-11.0,219.9,1.03,402,2013-12-30,2014-09-10
"     P/2013 YG46 (Spacewatch)",4.81,2017-01-19.5,0.4516,1.815,8.22,56.87,232.80,6.02,JFc,56,6,55,,,,,,Spacewatch,2456686.5,2014-01-29.0,3.31,0.811,316,2013-12-26,2014-02-20
"     P/2014 A2 (Hill)",9.77,2013-10-28.3,0.6498,2.075,24.51,106.67,356.23,14.4,JFc,118,4,123,,,,,,Hill,2456676.5,2014-01-19.0,5.925,1.09,425,2013-11-09,2014-03-07
"     C/2014 A4 (SONEAR)",,2015-09-05.8,1.0009,4.180,121.36,29.73,356.79,,HYP,1344,,2742,,,,,,SONEAR,2457323.5,2015-10-28.0,-4890,3.19,1.24e+03,2014-01-12,2017-09-17
"     C/2014 A5 (PANSTARRS)",237.59,2014-08-13.5,0.9604,4.800,31.99,310.10,182.58,1.33e+03,JFc,854,,42,,,,,,PANSTARRS,2456890.5,2014-08-21.0,121.2,3.81,1.48e+03,2014-01-04,2016-05-07
"     C/2014 AA52 (Catalina)",,2015-02-27.6,1.0004,2.003,105.21,330.49,292.26,,HYP,624,,399,,,,,,Catalina,2456950.5,2014-10-20.0,-4724,1.44,560,2014-01-04,2015-09-20
"     C/2014 B1 (Schwartz)",,2017-09-10.8,1.0032,9.557,28.38,161.39,345.86,,HYP,3008,,1276,,,,,,Schwartz,2458165.5,2018-02-16.0,-2972,8.58,3.34e+03,2014-01-28,2022-04-24
"     P/2014 C1 (TOTAS)",4.89,2013-12-22.6,0.4824,1.708,2.69,168.48,25.77,5.99,JFc,146,6,56,,,,,,TOTAS,2456708.5,2014-02-20.0,3.299,0.708,275,2014-02-01,2014-06-27
"     C/2014 C2 (STEREO)",,2014-02-18.2,1.0000,0.512,135.50,283.35,56.08,,PAR,58,,297,T,,,,,STEREO,2456724.5,2014-03-08.0,,0.289,113,2014-01-31,2014-03-30
"     C/2014 C3 (NEOWISE)",215.01,2014-01-16.7,0.9828,1.862,151.78,204.41,345.88,1.13e+03,COM,94,,601,,,,,,NEOWISE,2456744.5,2014-03-28.0,108.4,0.866,337,2014-02-14,2014-05-19
"     C/2014 E2 (Jacques)",1377.11,2014-07-02.5,0.9990,0.664,156.39,56.39,344.04,1.81e+04,COM,452,,4812,,2.1e-08,-2.8e-09,,,Jacques,2456871.5,2014-08-02.0,688.9,0.276,107,2014-03-13,2015-06-08
"     C/2014 F1 (Hill)",7557.62,2013-10-04.8,0.9991,3.496,108.25,239.90,8.24,2.32e+05,COM,111,,190,,,,,,Hill,2456766.5,2014-04-19.0,3781,2.49,970,2014-03-29,2014-07-18
"     C/2014 F2 (Tenagra)",292.12,2015-01-02.2,0.9709,4.314,119.06,267.45,86.04,1.8e+03,COM,904,,300,,,,,,Tenagra,2456875.5,2014-08-06.0,148.2,3.91,1.52e+03,2013-06-19,2015-12-10
"     C/2014 F3 (Sheppard-Trujillo)",26.18,2021-05-18.3,0.6422,5.704,6.57,326.80,2.93,63.6,JFc,3897,2,100,,,,,,Sheppard-Trujillo,2459102.5,2020-09-10.0,15.94,4.69,1.83e+03,2014-03-26,2024-11-25
"     C/2014 G1 (PANSTARRS)",2058.71,2013-11-06.6,0.9947,5.469,165.64,337.93,77.05,3.32e+04,COM,482,,89,,,,,,PANSTARRS,2456727.5,2014-03-11.0,1032,4.49,1.75e+03,2013-04-17,2014-08-12
"     C/2014 G3 (PANSTARRS)",106.68,2015-02-02.5,0.9156,4.698,155.82,4.54,147.80,416,COM,407,3,270,,,,,,PANSTARRS,2456925.5,2014-09-25.0,55.69,3.72,1.45e+03,2014-04-10,2015-05-22
"     C/2014 H1 (Christensen)",280.24,2014-04-15.3,0.9849,2.139,99.94,34.70,169.18,1.68e+03,COM,39,,105,,,,,,Christensen,2456780.5,2014-05-03.0,141.2,1.14,445,2014-04-24,2014-06-02
"     C/2014 HU195 (Valdes-TOTAS)",38.64,2015-05-18.0,0.7660,5.121,5.82,115.79,145.07,102,JFc,1155,4,67,,,,,,Valdes-TOTAS,2457487.5,2016-04-09.0,21.88,4.11,1.6e+03,2014-04-24,2017-06-22
"     C/2014 J1 (Catalina)",15.58,2014-06-20.0,0.8024,1.709,159.70,41.94,195.48,25.4,HTC,44,7,103,,,,,,Catalina,2456794.5,2014-05-17.0,8.646,0.711,277,2014-05-09,2014-06-22
"     P/2014 L2 (NEOWISE)",10.42,2014-07-15.4,0.6468,2.235,5.18,149.41,182.78,15.9,JFc,252,3,1130,,,,,,NEOWISE,2456905.5,2014-09-05.0,6.326,1.22,476,2014-06-07,2015-02-14
"     P/2014 L3 (Hill)",14.49,2014-06-28.5,0.7731,1.854,6.26,115.57,178.61,23.4,JFc,150,4,204,,,,,,Hill,2456858.5,2014-07-20.0,8.171,0.838,326,2014-06-02,2014-10-30
"     C/2014 L5 (Lemmon)",,2014-11-26.3,1.0026,6.203,122.81,35.68,45.61,,HYP,702,,75,,,,,,Lemmon,2456905.5,2014-09-05.0,-2347,5.4,2.1e+03,2013-10-12,2015-09-14
"     C/2014 M1 (PANSTARRS)",,2015-08-26.5,1.0024,5.577,160.18,234.67,336.74,,HYP,987,,86,,,,,,PANSTARRS,2457175.5,2015-06-02.0,-2365,4.57,1.78e+03,2014-06-24,2017-03-07
"     C/2014 M2 (Christensen)",1897.94,2014-07-12.6,0.9927,6.910,32.42,245.35,40.28,2.94e+04,JFc,511,,57,,,,,,Christensen,2456857.5,2014-07-19.0,952.4,5.96,2.32e+03,2013-05-06,2014-09-29
"     C/2014 M3 (Catalina)",273.45,2014-06-21.9,0.9824,2.434,164.91,80.37,93.74,1.62e+03,COM,82,,90,,,,,,Catalina,2456865.5,2014-07-27.0,137.9,1.48,578,2014-06-26,2014-09-16
"     P/2014 M4 (PANSTARRS)",9.28,2014-12-27.5,0.5955,2.351,3.35,265.06,145.27,14,JFc,141,4,87,,,,,,PANSTARRS,2456916.5,2014-09-16.0,5.814,1.36,530,2014-06-30,2014-11-18
"     C/2014 N2 (PANSTARRS)",9543.90,2014-10-08.2,0.9995,2.184,133.01,143.80,237.86,3.3e+05,COM,253,,50,,,,,,PANSTARRS,2456873.5,2014-08-04.0,4773,1.42,551,2014-07-02,2015-03-12
"     C/2014 N3 (NEOWISE)",11602.47,2015-03-13.1,0.9993,3.882,61.64,19.93,353.57,4.42e+05,COM,917,,1594,,,,,,NEOWISE,2457239.5,2015-08-05.0,5803,2.89,1.12e+03,2014-07-04,2017-01-06
"     P/2014 O3 (PANSTARRS)",10.45,2014-04-17.5,0.3850,4.641,7.81,87.70,204.36,20.7,JFc,447,5,53,,,,,,PANSTARRS,2456855.5,2014-07-17.0,7.546,3.63,1.41e+03,2013-06-01,2014-08-22
"     C/2014 OE4 (PANSTARRS)",45530.49,2016-12-10.8,0.9997,6.244,81.35,240.39,65.76,3.44e+06,COM,2084,,1798,,,,,,PANSTARRS,2457885.5,2017-05-12.0,2.277e+04,5.75,2.24e+03,2014-05-08,2020-01-21
"     C/2014 OG392 (PANSTARRS)",14.40,2021-12-01.9,0.1819,9.969,9.04,145.83,254.12,42.5,CTc,4961,2,365,,,,,,PANSTARRS,2458685.5,2019-07-21.0,12.19,8.99,3.5e+03,2011-07-27,2025-02-24
"     C/2014 Q1 (PANSTARRS)",2264.89,2015-07-06.5,0.9997,0.315,43.11,8.76,120.05,3.81e+04,COM,636,,704,,7.9e-09,2.8e-09,-5.5e-09,,PANSTARRS,2457070.5,2015-02-17.0,1133,0.0909,35.4,2014-08-16,2016-05-13
"     C/2014 Q2 (Lovejoy)",1158.02,2015-01-30.0,0.9978,1.290,80.30,94.98,12.40,1.4e+04,COM,802,,7890,,1.3e-09,-1.5e-09,-2.4e-09,,Lovejoy,2457111.5,2015-03-30.0,579.7,0.32,125,2014-07-01,2016-09-10
"     C/2014 QU2 (PANSTARRS)",510.42,2014-07-09.9,0.9913,2.223,124.82,333.00,320.47,4.1e+03,COM,56,,67,,,,,,PANSTARRS,2456904.5,2014-09-04.0,256.3,1.35,526,2014-08-16,2014-10-11
"     C/2014 Q3 (Borisov)",55.22,2014-11-19.0,0.9421,1.647,89.95,63.13,47.38,152,HTC,189,4,766,,,,,,Borisov,2456949.5,2014-10-19.0,28.43,0.866,337,2014-08-22,2015-02-27
"     C/2014 Q6 (PANSTARRS)",12965.11,2015-01-06.3,0.9993,4.223,49.80,326.66,2.53,5.22e+05,COM,375,,40,,,,,,PANSTARRS,2456958.5,2014-10-28.0,6485,3.21,1.25e+03,2014-08-31,2015-09-10
"     C/2014 R1 (Borisov)",357.41,2014-11-19.2,0.9925,1.345,9.93,104.05,55.65,2.4e+03,COM,335,,523,,,,,,Borisov,2457031.5,2015-01-09.0,179.4,0.39,152,2014-09-05,2015-08-06
"     C/2014 R3 (PANSTARRS)",27992.27,2016-08-08.2,0.9995,7.276,90.84,334.11,113.43,1.66e+06,COM,2000,,830,,,,,,PANSTARRS,2457846.5,2017-04-03.0,1.4e+04,6.83,2.66e+03,2014-09-06,2020-02-27
"     C/2014 R4 (Gibbs)",6362.99,2014-10-21.5,0.9994,1.818,42.41,279.53,180.84,1.8e+05,COM,122,,129,,,,,,Gibbs,2456947.5,2014-10-17.0,3182,0.834,325,2014-08-20,2014-12-20
"     C/2014 S1 (PANSTARRS)",,2013-10-30.3,1.0008,8.137,123.80,352.66,288.83,,HYP,607,,45,,,,,,PANSTARRS,2456955.5,2014-10-25.0,-1.039e+04,7.55,2.94e+03,2014-01-14,2015-09-13
"     C/2014 S2 (PANSTARRS)",337.43,2015-12-09.7,0.9876,2.101,64.67,8.12,87.81,2.21e+03,COM,942,,2941,,7.7e-08,2.0e-08,-1.2e-08,,PANSTARRS,2457397.5,2016-01-10.0,169.8,1.77,688,2014-09-02,2017-04-01
"     C/2014 S3 (PANSTARRS)",174.29,2014-08-13.3,0.9768,2.049,169.32,356.05,293.14,828,COM,57,6,48,,,,,,PANSTARRS,2456938.5,2014-10-08.0,88.17,1.09,424,2014-09-22,2014-11-18
"     C/2014 TG64 (Catalina)",26.54,2014-05-26.0,0.7825,3.239,22.28,50.29,294.78,57.5,JFc,51,5,53,,,,,,Catalina,2456953.5,2014-10-23.0,14.89,2.32,902,2014-10-03,2014-11-23
"     C/2014 U3 (Kowalski)",762.94,2014-09-02.8,0.9933,2.556,152.99,163.56,51.07,7.49e+03,COM,301,,51,,,,,,Kowalski,2456943.5,2014-10-13.0,382.7,1.66,646,2014-02-24,2014-12-22
"     P/2014 U4 (PANSTARRS)",5.13,2014-08-03.9,0.4710,1.843,6.46,12.05,347.73,6.51,JFc,76,5,61,,,,,,PANSTARRS,2456957.5,2014-10-27.0,3.485,0.84,327,2014-09-02,2014-11-17
"     C/2014 UN271 (Bernardinelli-Bernstein)",9113.20,2031-01-29.2,0.9976,10.931,95.48,189.99,326.43,3.08e+05,COM,5349,,1156,,,,,,Bernardinelli-Bernstein,2458920.5,2020-03-12.0,4562,10.1,3.92e+03,2010-11-15,2025-07-08
"     P/2014 V1 (PANSTARRS)",8.26,2015-01-21.6,0.5265,2.564,22.46,166.30,178.03,12.6,JFc,8,9,42,,,,,,PANSTARRS,2456974.5,2014-11-13.0,5.414,1.56,606,2014-11-09,2014-11-17
"     C/2014 W2 (PANSTARRS)",3171.12,2016-03-10.4,0.9983,2.670,82.00,69.96,85.01,6.32e+04,COM,1053,,3410,,1.7e-07,2.8e-08,,,PANSTARRS,2457435.5,2016-02-17.0,1587,2.41,939,2014-10-24,2017-09-11
"     C/2014 W3 (PANSTARRS)",,2014-02-27.2,1.0070,6.066,90.11,286.37,158.92,,HYP,442,,47,,,,,,PANSTARRS,2457102.5,2015-03-21.0,-871.7,5.14,2e+03,2014-11-18,2016-02-03
"     P/2014 W4 (PANSTARRS)",8.91,2015-12-29.5,0.3531,4.261,15.27,33.35,67.41,16.9,JFc,887,4,91,,,,,,PANSTARRS,2457279.5,2015-09-14.0,6.587,3.31,1.29e+03,2014-10-25,2017-03-30
"     C/2014 W5 (Lemmon-PANSTARRS)",227.42,2016-02-10.6,0.9791,2.399,145.49,245.34,281.26,1.23e+03,COM,579,,76,,,,,,Lemmon-PANSTARRS,2457065.5,2015-02-12.0,114.9,1.64,640,2014-10-04,2016-05-05
"     C/2014 W6 (Catalina)",,2015-03-19.0,1.0017,3.088,53.56,338.13,209.85,,HYP,242,,139,,,,,,Catalina,2457052.5,2015-01-30.0,-1773,2.17,846,2014-11-20,2015-07-20
"     C/2014 W7 (Christensen)",21.29,2014-12-31.6,0.8693,1.488,98.31,151.26,33.24,38.4,HTC,83,6,46,,,,,,Christensen,2457002.5,2014-12-11.0,11.39,0.594,231,2014-11-22,2015-02-13
"     C/2014 W8 (PANSTARRS)",,2015-09-21.7,1.0011,4.899,41.11,224.56,230.78,,HYP,36,,32,,,,,,PANSTARRS,2456988.5,2014-11-27.0,-4316,4.06,1.58e+03,2014-11-12,2014-12-18
"     C/2014 W9 (PANSTARRS)",20.75,2015-02-15.7,0.8578,1.587,10.63,21.29,167.77,37.3,HTC,226,4,120,,,,,,PANSTARRS,2457051.5,2015-01-29.0,11.17,0.591,230,2014-10-25,2015-06-08
"     C/2014 W10 (PANSTARRS)",,2016-02-17.7,1.0036,7.657,83.31,43.25,42.34,,HYP,378,,28,,,,,,PANSTARRS,2456922.5,2014-09-22.0,-2114,6.9,2.68e+03,2013-11-24,2014-12-07
"     C/2014 W11 (PANSTARRS)",16.17,2015-06-17.3,0.6502,3.427,12.71,295.94,225.64,30.7,JFc,707,3,1038,,,,,,PANSTARRS,2457174.5,2015-06-01.0,9.797,2.45,955,2014-10-22,2016-09-28
"     P/2014 X1 (Elenin)",10.70,2015-01-07.7,0.7100,1.815,25.97,61.57,34.37,15.7,JFc,558,3,630,,,,,,Elenin,2457053.5,2015-01-31.0,6.259,0.876,341,2014-09-04,2016-03-15
"     C/2014 XB8 (PANSTARRS)",1799.50,2015-04-05.6,0.9967,3.010,149.78,37.47,351.45,2.71e+04,COM,304,,58,,,,,,PANSTARRS,2457056.5,2015-02-03.0,901.3,2.02,787,2014-12-15,2015-10-15
"     C/2014 Y1 (PANSTARRS)",,2016-01-17.6,1.0021,2.241,14.92,19.52,182.27,,HYP,559,,305,,1.5e-08,-3.0e-08,,,PANSTARRS,2457131.5,2015-04-19.0,-1065,1.24,482,2014-11-17,2016-05-29
"     C/2015 A1 (PANSTARRS)",38.24,2015-03-13.0,0.9008,1.996,80.37,341.09,244.88,90.2,HTC,279,3,60,,,,,,PANSTARRS,2457110.5,2015-03-29.0,20.12,1.4,545,2015-01-08,2015-10-14
"     C/2015 A2 (PANSTARRS)",,2015-08-30.4,1.0137,5.267,108.90,258.47,212.37,,HYP,50,,23,,,,,,PANSTARRS,2457032.5,2015-01-10.0,-383.1,4.4,1.71e+03,2014-12-02,2015-01-21
"     P/2015 A3 (PANSTARRS)",13.81,2015-02-22.8,0.8459,1.153,172.51,277.08,249.62,20.5,HTC,155,6,57,,,,,,PANSTARRS,2457067.5,2015-02-14.0,7.482,0.204,79.4,2015-01-08,2015-06-12
"     P/2015 B1 (PANSTARRS)",13.38,2015-09-19.7,0.3824,5.976,18.03,353.36,188.27,30.1,JFc,460,4,92,,,,,,PANSTARRS,2457101.5,2015-03-20.0,9.676,4.98,1.94e+03,2014-11-30,2016-03-04
"     C/2015 B2 (PANSTARRS)",,2016-05-06.5,1.0002,3.370,105.09,341.90,284.77,,HYP,980,,242,,,,,,PANSTARRS,2457406.5,2016-01-19.0,-1.431e+04,2.96,1.15e+03,2015-01-06,2017-09-12
"     P/2015 B4 (Lemmon-PANSTARRS)",13.67,2015-02-17.6,0.5689,3.755,1.74,266.65,227.78,25.7,JFc,467,4,77,,,,,,Lemmon-PANSTARRS,2457346.5,2015-11-20.0,8.711,2.77,1.08e+03,2015-01-16,2016-04-27
"     P/2015 C1 (TOTAS-Gibbs)",10.33,2015-05-01.2,0.5625,2.893,13.88,348.86,178.41,17,JFc,500,4,290,,,,,,TOTAS-Gibbs,2457093.5,2015-03-12.0,6.611,1.9,739,2015-01-23,2016-06-06
"     C/2015 C2 (SWAN)",954.35,2015-03-04.5,0.9985,0.711,94.50,49.53,334.13,1.04e+04,COM,145,,151,,,,,,SWAN,2457138.5,2015-04-26.0,477.5,0.236,91.8,2015-02-25,2015-07-20
"     C/2015 D1 (SOHO)",9.95,2015-02-19.7,0.9943,0.028,69.62,95.88,234.96,11.1,JFC,3,9,417,,1.2e-06,,,,SOHO,2457073.5,2015-02-20.0,4.989,0.516,201,2015-02-18,2015-02-21
"     C/2015 D2 (PANSTARRS)",20.36,2013-09-27.6,0.5683,5.606,31.83,162.86,291.92,46.8,JFc,382,4,68,,,,,,PANSTARRS,2457105.5,2015-03-24.0,12.98,4.77,1.86e+03,2015-01-19,2016-02-05
"     C/2015 D3 (PANSTARRS)",,2016-05-01.3,1.0022,8.149,128.51,156.98,2.89,,HYP,2510,,313,,,,,,PANSTARRS,2457634.5,2016-09-03.0,-3705,7.16,2.79e+03,2013-04-08,2020-02-21
"     C/2015 D4 (Borisov)",156.77,2014-10-28.2,0.9891,0.862,77.30,305.81,314.69,700,COM,234,4,51,,,,,,Borisov,2457111.5,2015-03-30.0,78.82,0.00338,1.32,2015-02-23,2015-10-15
"     C/2015 D5 (Kowalski)",13.72,2014-04-17.0,0.4996,4.577,20.40,74.58,40.18,27.7,JFc,553,4,114,,,,,,Kowalski,2457087.5,2015-03-06.0,9.148,3.62,1.41e+03,2013-12-06,2015-06-12
"     P/2015 D6 (Lemmon-PANSTARRS)",9.88,2015-07-21.1,0.3677,4.568,20.23,46.13,126.55,19.4,JFc,466,4,66,,,,,,Lemmon-PANSTARRS,2457237.5,2015-08-03.0,7.224,3.62,1.41e+03,2015-02-27,2016-06-07
"     C/2015 ER61 (PANSTARRS)",764.84,2017-05-09.9,0.9973,1.042,6.35,235.22,68.19,7.49e+03,COM,1421,,2826,,5.6e-09,-3.5e-09,-4.6e-10,,PANSTARRS,2457873.5,2017-04-30.0,382.9,0.102,39.6,2015-01-21,2018-12-12
"     C/2015 E61-B (PANSTARRS)",,2017-05-09.9,1.0000,1.044,6.35,235.26,68.32,,HYP,189,,50,,,,,,PANSTARRS,2457937.5,2017-07-03.0,-6.341e+04,0.103,40.1,2017-06-11,2017-12-17
"     C/2015 F2 (Polonia)",75.51,2015-04-28.8,0.9684,1.211,28.69,262.55,352.03,238,COM,125,4,308,,,,,,Polonia,2457156.5,2015-05-14.0,38.36,0.199,77.4,2015-03-23,2015-07-26
"     C/2015 F3 (SWAN)",461.04,2015-03-09.3,0.9964,0.834,73.39,31.64,57.57,3.51e+03,COM,67,,316,,,,,,SWAN,2457128.5,2015-04-16.0,230.9,0.0778,30.3,2015-03-24,2015-05-30
"     C/2015 F4 (Jacques)",231.07,2015-08-10.8,0.9859,1.644,48.70,285.96,36.35,1.26e+03,COM,590,,2837,,,,,,Jacques,2457256.5,2015-08-22.0,116.4,0.732,285,2015-03-27,2016-11-06
"     C/2015 F5 (SWAN-Xingming)",30.75,2015-03-28.0,0.9777,0.346,149.26,287.74,13.39,61.3,HTC,43,6,209,,,,,,SWAN-Xingming,2457134.5,2015-04-22.0,15.55,0.442,172,2015-04-05,2015-05-18
"     C/2015 GX (PANSTARRS)",30.40,2015-08-26.6,0.8782,1.972,90.25,235.52,108.96,65.1,HTC,326,3,318,,,,,,PANSTARRS,2457278.5,2015-09-13.0,16.19,1.46,567,2015-04-08,2016-02-28
"     C/2015 G2 (MASTER)",,2015-05-23.7,1.0004,0.780,147.56,110.06,257.46,,HYP,314,,562,,1.2e-08,5.9e-09,-4.3e-09,,MASTER,2457250.5,2015-08-16.0,-1974,0.146,56.7,2015-03-30,2016-02-07
"     C/2015 H1 (Bressi)",63.15,2015-03-28.6,0.9408,1.926,140.66,325.80,21.76,186,HTC,98,5,210,,,,,,Bressi,2457169.5,2015-05-27.0,32.54,0.945,368,2015-04-20,2015-07-27
"     C/2015 H2 (PANSTARRS)",,2016-09-13.2,1.0035,4.967,33.71,350.69,287.91,,HYP,1982,,204,,1.4e-07,-1.2e-08,3.5e-08,,PANSTARRS,2457808.5,2017-02-24.0,-1414,4.13,1.61e+03,2014-05-19,2019-10-22
"     C/2015 J1 (PANSTARRS)",,2014-06-29.9,1.0032,6.020,95.00,219.99,315.47,,HYP,390,,54,,,,,,PANSTARRS,2457242.5,2015-08-08.0,-1891,5.26,2.05e+03,2015-05-14,2016-06-07
"     C/2015 J2 (PANSTARRS)",489.58,2015-09-08.9,0.9825,4.320,17.28,56.76,203.69,3.88e+03,JFc,475,,99,,,,,,PANSTARRS,2457218.5,2015-07-15.0,247,3.31,1.29e+03,2015-03-21,2016-07-08
"     C/2015 K1 (MASTER)",358.59,2014-10-13.5,0.9858,2.557,29.38,5.18,280.20,2.43e+03,COM,258,,584,,,,,,MASTER,2457264.5,2015-08-30.0,180.6,1.74,675,2015-05-17,2016-01-30
"     C/2015 K2 (PANSTARRS)",522.37,2015-06-08.7,0.9944,1.455,29.11,223.71,15.77,4.24e+03,COM,32,,54,,,,,,PANSTARRS,2457168.5,2015-05-26.0,261.9,0.459,179,2015-05-18,2015-06-19
"     C/2015 K4 (PANSTARRS)",,2015-05-01.7,1.0001,2.008,80.25,250.77,357.54,,HYP,51,,134,,,,,,PANSTARRS,2457181.5,2015-06-08.0,-1.792e+04,0.994,387,2015-05-24,2015-07-14
"     P/2015 K5 (PANSTARRS)",10.40,2015-06-06.3,0.5540,2.986,39.99,134.27,105.99,17.3,JFc,64,5,56,,,,,,PANSTARRS,2457185.5,2015-06-12.0,6.695,2.25,874,2015-05-11,2015-07-14
"     C/2015 K7 (COIAS)",,2013-02-19.8,1.0040,9.941,159.94,258.00,5.16,,HYP,808,,59,,,,,,COIAS,2456896.5,2014-08-27.0,-2498,8.93,3.47e+03,2013-03-09,2015-05-26
"     C/2015 LC2 (PANSTARRS)",,2015-05-01.9,1.0013,5.892,93.71,223.57,341.87,,HYP,1167,,437,,,,,,PANSTARRS,2457704.5,2016-11-12.0,-4622,4.93,1.92e+03,2015-06-07,2018-08-17
"     C/2015 M1 (PANSTARRS)",769.61,2015-05-15.6,0.9946,2.092,57.31,100.29,163.98,7.58e+03,COM,62,,66,,,,,,PANSTARRS,2457203.5,2015-06-30.0,385.9,1.1,427,2015-06-20,2015-08-21
"     P/2015 M2 (PANSTARRS)",8.49,2015-08-31.1,0.1791,5.913,3.97,86.61,224.79,19.3,CTc,873,4,152,,,,,,PANSTARRS,2457418.5,2016-01-31.0,7.203,4.9,1.91e+03,2015-06-22,2017-11-11
"     C/2015 M3 (PANSTARRS)",262.33,2015-08-26.2,0.9733,3.552,65.95,143.09,123.76,1.53e+03,COM,488,,150,,,,,,PANSTARRS,2457268.5,2015-09-03.0,132.9,2.86,1.11e+03,2015-06-29,2016-10-29
"     C/2015 O1 (PANSTARRS)",1302400.87,2018-02-19.0,1.0000,3.730,127.21,299.86,89.59,5.26e+08,COM,1740,,3677,,8.2e-08,-3.7e-08,6.4e-09,,PANSTARRS,2458161.5,2018-02-12.0,6.512e+05,3.22,1.25e+03,2015-06-15,2020-03-20
"     C/2015 P3 (SWAN)",492.67,2015-07-27.7,0.9971,0.715,58.18,88.15,132.87,3.87e+03,COM,54,,132,,,,,,SWAN,2457251.5,2015-08-17.0,246.7,0.148,57.8,2015-08-09,2015-10-02
"     P/2015 P4 (PANSTARRS)",9.62,2016-01-19.0,0.5842,2.525,8.71,104.75,280.82,15,JFc,140,5,80,,,,,,PANSTARRS,2457286.5,2015-09-21.0,6.074,1.55,602,2015-07-24,2015-12-11
"     P/2015 PD229 (Cameron-ISON)",9.52,2015-08-14.2,0.3267,4.832,2.03,342.77,352.37,19.2,JFc,547,4,110,,,,,,Cameron-ISON,2457316.5,2015-10-21.0,7.177,3.82,1.49e+03,2015-05-27,2016-11-24
"     P/2015 Q2 (Pimentel)",12.99,2015-09-10.3,0.7544,1.819,146.20,228.24,244.41,20.2,HTC,77,6,60,,,,,,Pimentel,2457276.5,2015-09-11.0,7.406,1.02,398,2015-08-24,2015-11-09
"     C/2015 R1 (PANSTARRS)",9.63,2015-06-25.7,0.6329,2.165,22.67,48.51,300.54,14.3,JFc,127,4,257,,,,,,PANSTARRS,2457313.5,2015-10-18.0,5.898,1.25,488,2015-09-08,2016-01-13
"     P/2015 R2 (PANSTARRS)",6.55,2015-06-08.2,0.4520,2.474,15.55,168.67,149.65,9.59,JFc,9,9,24,,,,,,PANSTARRS,2457278.5,2015-09-13.0,4.514,1.47,574,2015-09-09,2015-09-18
"     C/2015 R3 (PANSTARRS)",7422.16,2014-02-11.9,0.9987,4.903,83.61,36.41,272.02,2.26e+05,COM,1303,,41,,,,,,PANSTARRS,2457229.5,2015-07-26.0,3714,4.76,1.85e+03,2013-03-05,2016-09-28
